age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,yes
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no
41,technician,single,secondary,no,2242,yes,no,cellular,6,may,459,4,-1,0,unknown,no
38,technician,divorced,tertiary,yes,-530,yes,no,unknown,21,may,236,1,-1,0,unknown,no
32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,-1,0,unknown,yes
46,blue-collar,divorced,secondary,no,1815,yes,no,unknown,28,may,232,4,-1,0,unknown,no
72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,yes
41,admin.,married,secondary,no,0,yes,no,unknown,9,jun,65,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,106,yes,no,unknown,27,may,1224,8,-1,0,unknown,no
49,blue-collar,married,primary,no,-117,no,no,cellular,25,aug,53,6,-1,0,unknown,no
46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
28,student,single,secondary,no,1925,no,no,cellular,20,aug,147,1,90,1,failure,no
45,blue-collar,married,primary,no,180,yes,yes,unknown,29,may,150,1,-1,0,unknown,no
47,unknown,married,unknown,no,1728,no,no,unknown,17,jun,98,1,-1,0,unknown,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
54,admin.,married,primary,no,0,yes,no,cellular,30,jan,520,3,-1,0,unknown,no
52,technician,married,secondary,no,1815,no,no,cellular,6,aug,131,3,-1,0,unknown,no
35,admin.,married,tertiary,no,-272,no,yes,cellular,29,jan,309,1,197,13,other,no
48,technician,married,tertiary,no,2,no,no,cellular,3,feb,165,5,6,3,other,no
51,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,221,3,-1,0,unknown,yes
33,management,married,tertiary,no,1297,yes,no,cellular,14,oct,117,1,-1,0,unknown,no
58,unemployed,married,secondary,no,3867,yes,no,telephone,11,may,159,1,364,2,failure,no
59,retired,married,tertiary,no,1637,no,yes,cellular,18,jul,225,7,-1,0,unknown,no
52,services,married,secondary,no,2257,yes,no,unknown,14,may,203,1,-1,0,unknown,no
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,feb,147,2,252,3,other,no
34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,no
32,admin.,single,secondary,no,8626,no,no,cellular,7,dec,200,1,196,2,failure,no
83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
46,blue-collar,married,secondary,no,-396,no,yes,cellular,4,aug,115,1,-1,0,unknown,no
31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
29,self-employed,married,secondary,no,542,no,no,unknown,28,may,104,3,-1,0,unknown,no
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
39,management,single,tertiary,no,0,yes,no,cellular,18,nov,633,2,-1,0,unknown,no
32,technician,married,secondary,no,444,no,no,cellular,29,aug,63,2,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no
47,management,married,tertiary,no,274,no,yes,cellular,4,feb,313,2,-1,0,unknown,no
36,management,married,tertiary,no,1584,yes,no,cellular,18,jul,178,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1630,yes,no,cellular,17,jun,101,3,94,19,other,no
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,232,2,183,2,failure,no
36,technician,divorced,secondary,no,407,no,no,cellular,21,nov,98,1,-1,0,unknown,no
39,technician,divorced,secondary,no,411,yes,no,cellular,7,may,17,2,-1,0,unknown,no
33,admin.,married,secondary,no,4012,no,yes,unknown,8,may,337,4,-1,0,unknown,no
36,management,married,tertiary,no,3537,yes,no,cellular,21,nov,115,2,-1,0,unknown,no
33,technician,single,tertiary,no,6281,yes,no,cellular,1,jul,1057,1,393,4,success,no
34,blue-collar,married,primary,no,72,yes,no,cellular,15,may,93,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,2008,no,no,cellular,21,aug,238,4,-1,0,unknown,no
41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no
51,unemployed,married,secondary,no,7464,no,no,cellular,20,nov,176,2,-1,0,unknown,no
46,management,married,tertiary,no,1446,no,no,cellular,4,may,359,1,-1,0,unknown,no
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
28,admin.,married,secondary,no,957,yes,yes,unknown,12,may,646,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,96,yes,no,unknown,12,may,181,2,-1,0,unknown,no
30,technician,married,secondary,no,239,yes,no,cellular,20,apr,58,3,150,10,failure,no
43,self-employed,married,tertiary,no,64,no,no,unknown,6,jun,230,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,291,2,-1,0,unknown,no
35,unemployed,married,tertiary,no,259,no,yes,cellular,21,nov,229,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1088,yes,no,unknown,2,jun,362,2,-1,0,unknown,no
27,technician,single,secondary,no,3,no,no,unknown,3,jun,68,6,-1,0,unknown,no
45,management,married,secondary,no,424,yes,yes,cellular,12,aug,216,5,-1,0,unknown,no
43,technician,single,secondary,no,59,yes,no,unknown,11,jun,107,19,-1,0,unknown,no
31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,-1,0,unknown,yes
46,admin.,married,secondary,no,0,yes,no,cellular,26,oct,87,1,185,2,other,no
37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,apr,623,2,146,4,failure,no
57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
31,unemployed,single,tertiary,no,3252,no,no,cellular,21,nov,145,2,-1,0,unknown,no
34,management,married,tertiary,no,82,no,no,unknown,14,may,94,6,-1,0,unknown,no
31,blue-collar,married,secondary,no,29,no,no,cellular,30,jul,130,3,-1,0,unknown,no
54,technician,married,secondary,no,0,no,no,cellular,6,nov,464,5,192,8,other,yes
30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,303,1,failure,no
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,1,95,3,success,yes
35,management,married,tertiary,no,1108,yes,no,cellular,17,nov,52,1,-1,0,unknown,no
48,management,married,tertiary,yes,0,yes,no,cellular,31,jul,281,4,-1,0,unknown,no
36,blue-collar,married,primary,no,-453,yes,no,unknown,19,jun,130,1,-1,0,unknown,no
60,services,married,secondary,no,-46,no,no,unknown,23,may,132,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-75,yes,no,cellular,18,may,115,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,333,3,-1,0,unknown,no
49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
29,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown,no
29,entrepreneur,married,tertiary,no,3037,yes,no,unknown,27,may,34,3,-1,0,unknown,no
30,admin.,single,secondary,no,705,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
34,management,single,tertiary,no,2279,no,no,cellular,13,aug,284,1,-1,0,unknown,no
26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown,yes
52,management,married,tertiary,no,52,no,yes,cellular,18,aug,124,4,-1,0,unknown,no
38,services,married,secondary,no,5,no,no,unknown,5,jun,115,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no
51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no
58,entrepreneur,married,primary,no,1249,no,no,cellular,5,feb,187,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,84,3,-1,0,unknown,no
29,management,divorced,tertiary,no,559,yes,no,cellular,18,may,6,4,-1,0,unknown,no
42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no
29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,152,yes,no,unknown,8,may,33,4,-1,0,unknown,no
34,services,married,primary,no,1042,yes,no,unknown,20,may,167,1,-1,0,unknown,no
35,technician,single,tertiary,no,670,yes,no,unknown,9,may,106,1,-1,0,unknown,no
32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,unknown,yes
31,services,single,secondary,no,2252,no,no,cellular,22,may,394,1,-1,0,unknown,no
34,technician,divorced,secondary,no,7,yes,yes,cellular,29,aug,273,2,-1,0,unknown,no
32,management,single,tertiary,no,406,no,no,unknown,29,may,35,24,-1,0,unknown,no
23,services,single,secondary,no,292,yes,no,cellular,13,may,437,2,-1,0,unknown,no
25,management,single,tertiary,no,137,yes,no,cellular,24,jul,281,3,-1,0,unknown,no
56,admin.,single,secondary,no,791,yes,no,cellular,18,may,103,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,-223,no,yes,cellular,22,jul,282,2,-1,0,unknown,no
36,technician,married,secondary,no,295,no,no,cellular,12,aug,129,6,-1,0,unknown,no
43,entrepreneur,married,primary,no,346,yes,no,cellular,21,nov,9,5,-1,0,unknown,no
36,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown,no
40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no
54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94,5,145,3,other,no
53,entrepreneur,married,tertiary,no,77,no,no,unknown,20,jun,13,3,-1,0,unknown,no
53,admin.,married,secondary,no,3703,yes,no,cellular,16,apr,104,1,267,1,failure,no
35,blue-collar,married,secondary,no,98,yes,no,unknown,2,jun,136,1,-1,0,unknown,no
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
45,blue-collar,married,primary,no,5461,yes,no,cellular,20,nov,841,2,-1,0,unknown,yes
30,blue-collar,married,secondary,no,119,yes,no,unknown,30,may,281,2,-1,0,unknown,no
44,housemaid,divorced,primary,no,629,no,no,cellular,30,jul,432,4,-1,0,unknown,no
27,technician,single,secondary,no,-69,no,no,unknown,26,jul,4,1,-1,0,unknown,no
48,management,divorced,tertiary,no,64,no,yes,cellular,25,jul,263,6,-1,0,unknown,no
39,blue-collar,married,tertiary,no,-33,yes,no,unknown,7,may,62,5,-1,0,unknown,no
43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown,yes
46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,no
37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown,no
39,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
39,blue-collar,married,secondary,no,1042,yes,no,unknown,8,may,58,2,-1,0,unknown,no
50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,1,-1,0,unknown,yes
32,management,married,secondary,no,2858,yes,yes,cellular,18,jul,247,5,-1,0,unknown,no
42,self-employed,married,tertiary,no,-266,no,yes,unknown,25,jun,322,1,-1,0,unknown,no
40,services,married,unknown,no,88,yes,no,unknown,9,jun,78,2,-1,0,unknown,no
35,admin.,single,tertiary,no,170,no,no,unknown,12,jul,12,1,-1,0,unknown,no
37,technician,married,tertiary,yes,0,yes,no,unknown,14,may,93,14,-1,0,unknown,no
41,services,married,secondary,no,650,yes,no,cellular,7,jul,149,5,-1,0,unknown,no
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
31,management,single,tertiary,no,0,yes,no,unknown,23,may,391,1,-1,0,unknown,no
26,admin.,single,secondary,no,81,no,yes,cellular,10,jul,604,1,-1,0,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
50,technician,married,secondary,no,3149,yes,no,cellular,19,nov,69,1,190,1,other,no
43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,unknown,no
57,management,married,secondary,no,1502,no,no,telephone,17,nov,340,2,109,11,failure,no
32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,3,-1,0,unknown,no
36,management,married,tertiary,no,2823,no,no,unknown,9,jun,411,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,175,yes,no,unknown,8,may,49,4,-1,0,unknown,no
36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,176,4,-1,0,unknown,no
45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,no
56,blue-collar,married,primary,no,173,yes,yes,telephone,23,jul,31,2,-1,0,unknown,no
51,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,534,4,-1,0,unknown,no
54,management,married,tertiary,no,16843,no,no,unknown,11,jun,116,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,0,no,no,unknown,11,jun,203,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,telephone,12,dec,136,1,-1,0,unknown,no
54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
37,management,married,tertiary,no,392,no,no,cellular,6,aug,115,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,764,5,-1,0,unknown,no
57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,no
37,management,single,tertiary,no,0,no,no,cellular,20,aug,225,5,-1,0,unknown,no
36,services,married,secondary,no,647,yes,yes,cellular,15,may,290,2,-1,0,unknown,no
35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,yes
47,housemaid,married,secondary,no,582,no,no,cellular,13,aug,73,1,-1,0,unknown,no
61,housemaid,married,tertiary,no,1389,no,no,cellular,8,apr,250,1,-1,0,unknown,no
38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
38,blue-collar,single,secondary,no,0,no,no,cellular,27,jan,240,1,92,4,success,no
44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,153,yes,no,unknown,27,may,389,1,-1,0,unknown,no
34,management,single,tertiary,no,431,no,no,cellular,16,jul,401,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,325,1,-1,0,unknown,no
52,services,divorced,primary,yes,-1,no,yes,cellular,29,jul,112,6,-1,0,unknown,no
47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,no
55,self-employed,married,primary,no,2349,no,yes,telephone,30,jul,350,3,-1,0,unknown,no
51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
50,blue-collar,married,secondary,no,2641,yes,no,unknown,30,may,97,3,-1,0,unknown,no
41,blue-collar,married,primary,no,168,yes,no,cellular,18,nov,187,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,273,yes,no,unknown,4,jun,163,1,-1,0,unknown,no
47,blue-collar,single,secondary,yes,-380,no,no,cellular,9,jul,399,17,-1,0,unknown,no
57,admin.,married,secondary,no,1275,no,yes,cellular,15,jul,377,4,-1,0,unknown,no
46,technician,married,primary,no,-171,yes,no,unknown,26,may,135,1,-1,0,unknown,no
42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,113,1,-1,0,unknown,no
35,management,single,tertiary,no,467,yes,no,cellular,14,aug,82,2,-1,0,unknown,no
80,retired,married,primary,no,2994,no,no,cellular,6,aug,320,1,-1,0,unknown,no
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no
38,technician,single,secondary,no,2079,yes,yes,unknown,29,may,122,1,-1,0,unknown,no
45,technician,divorced,secondary,no,0,yes,yes,unknown,11,jun,127,1,-1,0,unknown,no
26,technician,single,secondary,no,252,no,no,cellular,29,jan,706,2,-1,0,unknown,no
38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,unknown,no
42,management,married,unknown,no,587,yes,no,unknown,19,jun,16,9,-1,0,unknown,no
29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,no
50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,29,10,-1,0,unknown,no
33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,unknown,no
44,blue-collar,married,primary,no,314,yes,no,unknown,30,may,742,2,-1,0,unknown,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,6837,yes,no,cellular,7,may,345,1,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,931,no,yes,cellular,20,nov,90,2,-1,0,unknown,no
36,admin.,married,tertiary,no,828,yes,no,unknown,29,may,116,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,92,yes,no,telephone,29,jan,23,1,-1,0,unknown,no
43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,145,4,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,-29,yes,no,cellular,10,jul,188,1,-1,0,unknown,no
40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
32,technician,married,secondary,no,68,yes,no,cellular,9,jul,224,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no
32,services,single,secondary,no,545,yes,no,cellular,18,may,192,1,180,1,failure,no
52,admin.,married,secondary,no,299,no,no,cellular,19,nov,310,4,-1,0,unknown,no
55,services,married,secondary,no,0,no,no,cellular,8,jul,106,1,-1,0,unknown,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
33,blue-collar,single,primary,no,0,no,no,telephone,9,jul,83,1,-1,0,unknown,no
36,management,married,tertiary,no,144,yes,no,unknown,6,may,164,2,-1,0,unknown,no
47,technician,married,secondary,no,536,yes,no,cellular,18,may,778,2,336,2,success,no
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
65,retired,married,secondary,no,3812,no,no,cellular,18,aug,363,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1495,yes,no,cellular,1,oct,82,1,142,1,failure,no
48,technician,single,secondary,no,2374,no,no,cellular,18,jul,83,2,-1,0,unknown,no
33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,no
32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,yes
57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no
56,technician,married,secondary,no,654,yes,yes,unknown,16,jun,62,2,-1,0,unknown,no
60,technician,married,secondary,no,1740,no,no,cellular,1,jun,814,1,80,2,success,no
40,technician,married,secondary,no,56,no,no,cellular,29,aug,77,2,-1,0,unknown,no
31,technician,single,tertiary,no,1527,yes,no,cellular,18,jun,140,2,-1,0,unknown,no
41,technician,married,tertiary,no,13,no,no,unknown,5,jun,189,2,-1,0,unknown,no
31,self-employed,married,secondary,no,2153,yes,no,cellular,11,may,239,3,172,1,failure,no
43,admin.,single,secondary,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
37,management,married,tertiary,no,287,yes,no,cellular,25,jul,94,2,-1,0,unknown,no
51,technician,married,secondary,no,428,no,yes,cellular,18,jul,145,2,-1,0,unknown,no
39,technician,married,secondary,no,4444,yes,no,unknown,21,may,244,1,-1,0,unknown,no
